PLAN START DATE;BATCH NO;DFF1;DFF2;DFF3;ITEM CODE;ITEM DESC;STATUS;PLAN QTY BOX;ACTUAL QTY BOX
05/03/2022;F2203000013;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;459
05/03/2022;F2203000014;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;462
05/03/2022;F2203000015;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;474
05/03/2022;F2203000016;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;459
05/03/2022;F2203000017;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;472
05/03/2022;F2203000018;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;468
05/03/2022;F2203000019;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;462
05/03/2022;F2203000020;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;471
05/03/2022;F2203000021;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;463
05/03/2022;F2203000022;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;470
05/03/2022;F2203000023;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;470
05/03/2022;F2203000024;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;471
05/03/2022;F2203000025;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;473
05/03/2022;F2203000026;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;467
05/03/2022;F2203000027;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;468
05/03/2022;F2203000028;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;462
05/03/2022;F2203000029;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;462
05/03/2022;F2203000030;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;473,75
04/03/2022;F2203000031;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;419
04/03/2022;F2203000032;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;432
04/03/2022;F2203000033;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
04/03/2022;F2203000034;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;419
04/03/2022;F2203000035;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
04/03/2022;F2203000036;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
04/03/2022;F2203000037;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;415
04/03/2022;F2203000038;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;430
04/03/2022;F2203000039;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;415
04/03/2022;F2203000040;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;430
04/03/2022;F2203000041;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;430
04/03/2022;F2203000042;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
04/03/2022;F2203000043;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;427
04/03/2022;F2203000044;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;427
03/03/2022;F2203000065;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
03/03/2022;F2203000066;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
03/03/2022;F2203000067;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
03/03/2022;F2203000068;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
03/03/2022;F2203000069;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
03/03/2022;F2203000070;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
03/03/2022;F2203000071;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
03/03/2022;F2203000072;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;86
03/03/2022;F2203000073;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
03/03/2022;F2203000074;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
03/03/2022;F2203000075;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
03/03/2022;F2203000076;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
03/03/2022;F2203000077;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
03/03/2022;F2203000078;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000079;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000080;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000081;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
02/03/2022;F2203000082;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
02/03/2022;F2203000083;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000084;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000085;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
02/03/2022;F2203000086;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84,5
02/03/2022;F2203000087;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000088;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;88
02/03/2022;F2203000089;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000090;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000091;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000092;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000093;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
02/03/2022;F2203000094;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
02/03/2022;F2203000095;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000096;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
02/03/2022;F2203000097;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
02/03/2022;F2203000098;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000099;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
02/03/2022;F2203000100;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;86
02/03/2022;F2203000101;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000102;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84,5
02/03/2022;F2203000103;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000104;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
02/03/2022;F2203000105;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;86
02/03/2022;F2203000106;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000107;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000108;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
02/03/2022;F2203000109;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
02/03/2022;F2203000110;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
02/03/2022;F2203000111;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000112;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000113;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000114;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
02/03/2022;F2203000115;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
02/03/2022;F2203000116;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000117;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000118;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000119;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/03/2022;F2203000120;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000121;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/03/2022;F2203000122;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000123;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;86
05/03/2022;F2203000124;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
05/03/2022;F2203000125;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85,67
05/03/2022;F2203000126;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000127;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000128;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
05/03/2022;F2203000129;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000130;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000131;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
05/03/2022;F2203000132;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000133;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000134;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000135;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000136;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000137;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000138;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/03/2022;F2203000139;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000140;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000141;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000142;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
05/03/2022;F2203000143;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000144;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000145;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
05/03/2022;F2203000146;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/03/2022;F2203000147;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/03/2022;F2203000148;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
01/03/2022;F2203000149;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;194,79
01/03/2022;F2203000150;Menghabiskan roll non monoblok;;A;2102500130;TS SWT 100S (12D);Closed;204;199
01/03/2022;F2203000151;Menghabiskan roll non monoblok;;A;2102500130;TS SWT 100S (12D);Closed;204;200
01/03/2022;F2203000152;SY 001A1 : 253 box | Stuffing : 7/3;;;5103202711SY;TS SWT STEVIA TABLET 2SBX10BLISTERX100TABLETS SYRIA;Closed;166,5;123
01/03/2022;F2203000153;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;297.833,00
01/03/2022;F2203000154;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;303.500,00
02/03/2022;F2203000157;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;195,21
02/03/2022;F2203000158;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;197
02/03/2022;F2203000159;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;198
02/03/2022;F2203000160;-;;A;2102500130;TS SWT 100S (12D);Closed;204;200
02/03/2022;F2203000161;Menghabiskan roll non monoblok;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;241
02/03/2022;F2203000162;SY 001A1 : 253 box | Stuffing : 7/3;0,7;;5103202711SY;TS SWT STEVIA TABLET 2SBX10BLISTERX100TABLETS SYRIA;Closed;116,55;130
02/03/2022;F2203000163;SA 001A6 : 323 box | Stuffing : 22/2;;;5103300130SA;TS SWT STEVIA DIET STICK 12DX100SX1.5G SAUDI ARABIA;Closed;333,33;314
04/03/2022;F2203000164;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;233
04/03/2022;F2203000165;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;249
04/03/2022;F2203000166;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;237,38
04/03/2022;F2203000168;Menghabiskan roll non monoblok;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;244
04/03/2022;F2203000169;SY 001A1 : 320 box | Stuffing : 7/3;;;5103300130SY;TS SWT STEVIA DIET STICK 12DX100SX1.5G SYRIA;Closed;333,33;317
01/03/2022;F2203000174;JO 002A1 : 210 box | Stuffing : 27/2. Menggunakan dus KK 38178-1200-703;0,67;A-F2203000174D;5103300125JO;TS SWT STEVIA DIET STICKS 24DX50SX1.5G JORDAN;Closed;223,33;209
01/03/2022;F2203000175;JO 002A1 : 102 box | Stuffing : 27/2;0,33;A-F2203000174D;5103300130JO;TS SWT STEVIA DIET STICK 12DX100SX1.5G JORDAN;Closed;110;102
02/03/2022;F2203000176;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;302.333,00
04/03/2022;F2203000177;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;435,75
04/03/2022;F2203000178;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;435
04/03/2022;F2203000179;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;415
04/03/2022;F2203000180;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;425
09/03/2022;F2203000181;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;473
09/03/2022;F2203000182;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
09/03/2022;F2203000183;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
09/03/2022;F2203000184;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;475
09/03/2022;F2203000185;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;475
09/03/2022;F2203000186;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
09/03/2022;F2203000187;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;473
09/03/2022;F2203000188;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;466
09/03/2022;F2203000189;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;477
09/03/2022;F2203000190;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;476
09/03/2022;F2203000191;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;476
09/03/2022;F2203000192;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;477,5
09/03/2022;F2203000193;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;476
09/03/2022;F2203000194;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;476
09/03/2022;F2203000195;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;467
09/03/2022;F2203000196;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;466
09/03/2022;F2203000197;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;475,25
09/03/2022;F2203000198;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;465
09/03/2022;F2203000199;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
09/03/2022;F2203000200;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;472
09/03/2022;F2203000201;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
09/03/2022;F2203000202;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;475
08/03/2022;F2203000203;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;467
08/03/2022;F2203000204;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;467
08/03/2022;F2203000205;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;476
08/03/2022;F2203000206;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;476
08/03/2022;F2203000207;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;474
08/03/2022;F2203000208;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;468
08/03/2022;F2203000209;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;466
08/03/2022;F2203000210;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;468
08/03/2022;F2203000211;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;459
08/03/2022;F2203000212;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;466
08/03/2022;F2203000213;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;459
08/03/2022;F2203000214;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;474
08/03/2022;F2203000215;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
08/03/2022;F2203000216;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;467
08/03/2022;F2203000217;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;468
08/03/2022;F2203000218;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
08/03/2022;F2203000219;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
08/03/2022;F2203000220;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
08/03/2022;F2203000221;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
08/03/2022;F2203000222;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
08/03/2022;F2203000223;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;473
08/03/2022;F2203000224;-;;A;1101522453;NS BLEWAH PLS 4PX40SX11G;Closed;475,5;470
04/03/2022;F2203000225;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;466
04/03/2022;F2203000226;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;466
04/03/2022;F2203000227;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;476,25
04/03/2022;F2203000228;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;476
04/03/2022;F2203000229;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;418
04/03/2022;F2203000230;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;423
04/03/2022;F2203000231;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
04/03/2022;F2203000232;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;418
04/03/2022;F2203000233;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
04/03/2022;F2203000234;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431,25
04/03/2022;F2203000235;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431,25
04/03/2022;F2203000236;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
04/03/2022;F2203000237;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;435,5
04/03/2022;F2203000238;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431,25
04/03/2022;F2203000239;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;430
04/03/2022;F2203000240;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;435
09/03/2022;F2203000375;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000376;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000377;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;85
09/03/2022;F2203000378;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000379;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;85
09/03/2022;F2203000380;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
09/03/2022;F2203000381;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;86
09/03/2022;F2203000382;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;85
09/03/2022;F2203000383;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000384;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000385;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
09/03/2022;F2203000386;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000387;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;86
09/03/2022;F2203000388;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000389;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;86,28
09/03/2022;F2203000390;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
09/03/2022;F2203000391;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;86
09/03/2022;F2203000392;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;86
09/03/2022;F2203000393;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000394;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
09/03/2022;F2203000395;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
09/03/2022;F2203000396;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
09/03/2022;F2203000397;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
09/03/2022;F2203000398;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
09/03/2022;F2203000399;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;88
09/03/2022;F2203000400;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
09/03/2022;F2203000401;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
09/03/2022;F2203000402;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
09/03/2022;F2203000403;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
09/03/2022;F2203000404;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
09/03/2022;F2203000405;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;89
09/03/2022;F2203000406;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
09/03/2022;F2203000407;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
09/03/2022;F2203000408;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
09/03/2022;F2203000409;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
09/03/2022;F2203000410;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
09/03/2022;F2203000411;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
09/03/2022;F2203000412;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
09/03/2022;F2203000413;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
09/03/2022;F2203000414;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/03/2022;F2203000415;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000416;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000417;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/03/2022;F2203000418;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/03/2022;F2203000419;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/03/2022;F2203000420;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000421;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000422;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
10/03/2022;F2203000423;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000424;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000425;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000426;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000427;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000428;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000429;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/03/2022;F2203000430;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
10/03/2022;F2203000431;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
