PLAN START DATE;BATCH NO;DFF1;DFF2;DFF3;ITEM CODE;ITEM DESC;STATUS;PLAN QTY BOX;ACTUAL QTY BOX
26/01/2022;F2201001588;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;459
26/01/2022;F2201001589;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;450
26/01/2022;F2201001590;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;450
26/01/2022;F2201001591;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;442
26/01/2022;F2201001592;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;457
26/01/2022;F2201001593;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;457
26/01/2022;F2201001594;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;442
26/01/2022;F2201001595;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;459
27/01/2022;F2201001596;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;451
27/01/2022;F2201001597;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;450
27/01/2022;F2201001598;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;466
27/01/2022;F2201001599;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;462
27/01/2022;F2201001600;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;461
27/01/2022;F2201001601;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;464
27/01/2022;F2201001602;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;464
27/01/2022;F2201001603;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;465
24/01/2022;F2201001640;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/01/2022;F2201001641;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/01/2022;F2201001642;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/01/2022;F2201001643;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;79
24/01/2022;F2201001644;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/01/2022;F2201001645;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/01/2022;F2201001646;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/01/2022;F2201001647;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;79
24/01/2022;F2201001648;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/01/2022;F2201001649;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;79
24/01/2022;F2201001650;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;79
24/01/2022;F2201001651;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
25/01/2022;F2201001652;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
25/01/2022;F2201001653;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
25/01/2022;F2201001654;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;79
25/01/2022;F2201001655;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/01/2022;F2201001656;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/01/2022;F2201001657;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/01/2022;F2201001658;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;79
25/01/2022;F2201001659;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
25/01/2022;F2201001660;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/01/2022;F2201001661;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/01/2022;F2201001662;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/01/2022;F2201001663;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/01/2022;F2201001664;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/01/2022;F2201001665;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
25/01/2022;F2201001666;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
25/01/2022;F2201001667;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
25/01/2022;F2201001668;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;82
25/01/2022;F2201001669;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001670;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001671;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001672;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001673;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001674;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001675;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001676;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;82
25/01/2022;F2201001677;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;82
25/01/2022;F2201001678;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;85
25/01/2022;F2201001679;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001680;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;82
25/01/2022;F2201001681;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;82
25/01/2022;F2201001682;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001683;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001684;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;81
25/01/2022;F2201001685;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001686;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001687;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001688;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;82
25/01/2022;F2201001689;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;82
25/01/2022;F2201001690;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001691;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001692;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001693;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;81
25/01/2022;F2201001694;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001695;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001696;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001697;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;84
25/01/2022;F2201001698;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;83
25/01/2022;F2201001699;-;;A;1101907331;NS FO PLS 14GX18PX40S;Closed;84,72;82,56
26/01/2022;F2201001722;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001723;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001724;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001725;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001726;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001727;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
26/01/2022;F2201001728;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
26/01/2022;F2201001729;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
26/01/2022;F2201001730;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
26/01/2022;F2201001731;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;80
26/01/2022;F2201001732;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
26/01/2022;F2201001733;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;80
26/01/2022;F2201001734;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
26/01/2022;F2201001735;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
26/01/2022;F2201001736;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
26/01/2022;F2201001737;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001738;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
26/01/2022;F2201001739;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
26/01/2022;F2201001740;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001741;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;80
26/01/2022;F2201001742;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001743;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001744;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001745;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001746;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
26/01/2022;F2201001747;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001748;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001749;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001750;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001751;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001752;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001753;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001754;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001755;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001756;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001757;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001758;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001759;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001760;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001761;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001762;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001763;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001764;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001765;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001766;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001767;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001768;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001769;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
27/01/2022;F2201001770;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
27/01/2022;F2201001771;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001772;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001773;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001774;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001775;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001776;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001777;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001778;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
27/01/2022;F2201001779;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001780;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001781;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001782;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001783;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001784;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001785;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001786;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001787;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001788;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001789;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001790;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001791;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
27/01/2022;F2201001792;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001793;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001794;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
27/01/2022;F2201001795;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
28/01/2022;F2201001796;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001797;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001798;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001799;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001800;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
28/01/2022;F2201001801;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001802;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001803;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001804;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
28/01/2022;F2201001805;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
28/01/2022;F2201001806;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001807;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001808;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001809;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001810;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001811;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001812;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001813;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001814;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001815;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001816;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001817;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001818;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001819;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
28/01/2022;F2201001820;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001821;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001822;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001823;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001824;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
28/01/2022;F2201001825;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001826;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001827;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
28/01/2022;F2201001828;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
28/01/2022;F2201001829;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001830;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001831;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001832;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001833;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
28/01/2022;F2201001834;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
28/01/2022;F2201001835;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001836;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001837;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001838;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001839;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
28/01/2022;F2201001851;-;;A;1101954453;NS SEMANGKA PLS 4PX40SX13G;Closed;373,75;357
28/01/2022;F2201001852;-;;A;1101954453;NS SEMANGKA PLS 4PX40SX13G;Closed;373,75;357
28/01/2022;F2201001853;-;;A;1101954453;NS SEMANGKA PLS 4PX40SX13G;Closed;373,75;365
28/01/2022;F2201001854;-;;A;1101954453;NS SEMANGKA PLS 4PX40SX13G;Closed;373,75;363
28/01/2022;F2201001855;-;;A;1101954453;NS SEMANGKA PLS 4PX40SX13G;Closed;373,75;364
27/01/2022;F2201001856;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;340
27/01/2022;F2201001857;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;357
27/01/2022;F2201001858;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;341
27/01/2022;F2201001859;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;353
27/01/2022;F2201001860;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;357
27/01/2022;F2201001861;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;359
27/01/2022;F2201001862;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;358
27/01/2022;F2201001863;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;354
27/01/2022;F2201001864;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;356
27/01/2022;F2201001865;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;355
27/01/2022;F2201001866;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;357
27/01/2022;F2201001867;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;354
27/01/2022;F2201001868;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;349
27/01/2022;F2201001869;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;348
27/01/2022;F2201001870;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;356
27/01/2022;F2201001871;-;;A;1101976453;NS MARKISA PLS 4PX40SX14G;Closed;363;357
24/01/2022;F2201001872;-;;A;1101978453;NS MADU LEMON PLS 4PX40SX14G;Closed;366,25;355
24/01/2022;F2201001873;-;;A;1101978453;NS MADU LEMON PLS 4PX40SX14G;Closed;366,25;362
24/01/2022;F2201001874;-;;A;1101978453;NS MADU LEMON PLS 4PX40SX14G;Closed;366,25;359
24/01/2022;F2201001875;-;;A;1101978453;NS MADU LEMON PLS 4PX40SX14G;Closed;366,25;356
24/01/2022;F2201001876;-;;A;1101978453;NS MADU LEMON PLS 4PX40SX14G;Closed;366,25;361
24/01/2022;F2201001877;-;;A;1101978453;NS MADU LEMON PLS 4PX40SX14G;Closed;366,25;360
24/01/2022;F2201001878;-;;A;1101978453;NS MADU LEMON PLS 4PX40SX14G;Closed;366,25;367
24/01/2022;F2201001879;-;;A;1101978453;NS MADU LEMON PLS 4PX40SX14G;Closed;366,25;366,75
26/01/2022;F2201001880;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;362,75
26/01/2022;F2201001881;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;360
26/01/2022;F2201001882;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;359
26/01/2022;F2201001883;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;359
26/01/2022;F2201001884;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;359
26/01/2022;F2201001885;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;361
26/01/2022;F2201001886;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;359
26/01/2022;F2201001887;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;358
26/01/2022;F2201001888;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;363
26/01/2022;F2201001889;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;359
27/01/2022;F2201001890;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;354
27/01/2022;F2201001891;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;354
27/01/2022;F2201001892;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;357
27/01/2022;F2201001893;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;357
27/01/2022;F2201001894;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;365
27/01/2022;F2201001895;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;364
24/01/2022;F2201001906;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;196
24/01/2022;F2201001907;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;193
24/01/2022;F2201001908;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;192
24/01/2022;F2201001909;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;239
24/01/2022;F2201001910;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;237,5
24/01/2022;F2201001911;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;241
24/01/2022;F2201001912;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;240
24/01/2022;F2201001913;AE 001A1 : 125 box | Stuffing : 1/2 | Habiskan Blister KK Lama;1,39;;5103201701AE;TS SWT SUCRALOSE TABLET NFI 4SBX10BLISTERX100TABLETS DUBAI;Closed;139;125
24/01/2022;F2201001914;-;;A;5103201PCS;FORMING TS SWT SUCRALOSE TABLET NFI;Closed;400.000,00;363.600,00
24/01/2022;F2201001915;-;;A;5103201PCS;FORMING TS SWT SUCRALOSE TABLET NFI;Closed;400.000,00;376.000,00
24/01/2022;F2201001916;PK 001A1 : 90 box (order tambahan) | Stuffing : 25/1 | Habiskan Dus KK Lama;0,29;A-F2201001916D;5103300125PK;TS SWT STEVIA DIET STICKS 24DX50SX1.5G PAKISTAN;Closed;96,67;90
24/01/2022;F2201001917;AE 001A1 : 420 box | Stuffing : 1/2 | Habiskan Dus KK Lama;0,71;A-F2201001916D;5103300125AE;TS SWT STEVIA DIET STICKS 24DX50SX1.5G DUBAI;Closed;236,67;212
25/01/2022;F2201001918;-;;A;2102500130;TS SWT 100S (12D);Closed;204;196
25/01/2022;F2201001919;-;;A;2102500130;TS SWT 100S (12D);Closed;204;196
25/01/2022;F2201001920;-;;A;2102500130;TS SWT 100S (12D);Closed;204;199,58
25/01/2022;F2201001921;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;232
25/01/2022;F2201001922;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;237,75
25/01/2022;F2201001923;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;232
25/01/2022;F2201001924;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;235
25/01/2022;F2201001925;KW 001A1 : 564 box | Stuffing : 26/1 | Habiskan Blister KK Lama;;;5103201711KW;TS SWT SUCRALOSE TABLET NFI 2SBX10BLISTERX100TABLETS KUWAIT;Closed;200;183
25/01/2022;F2201001926;-;;A;5103201PCS;FORMING TS SWT SUCRALOSE TABLET NFI;Closed;400.000,00;304.000,00
